,raceId,driverId,startingGridPosition,position,constructorId,lap,driverCode,year,raceName,circuitId,AirTemp,Humidity,TrackTemp,WindSpeed,WasRainingDuringRaceAnyTime,positionDiff,teamName,circuitRef,circuitName,tireChange
3125,851,813,17,16,3,16,MAL,2011,Hungarian Grand Prix,11,,,,,,1,Williams,hungaroring,Hungaroring,
3126,851,813,17,16,3,28,MAL,2011,Hungarian Grand Prix,11,,,,,,1,Williams,hungaroring,Hungaroring,
3127,851,813,17,16,3,50,MAL,2011,Hungarian Grand Prix,11,,,,,,1,Williams,hungaroring,Hungaroring,
3128,851,813,17,16,3,53,MAL,2011,Hungarian Grand Prix,11,,,,,,1,Williams,hungaroring,Hungaroring,
3030,851,10,20,17,166,11,GLO,2011,Hungarian Grand Prix,11,,,,,,3,Virgin,hungaroring,Hungaroring,
3031,851,10,20,17,166,28,GLO,2011,Hungarian Grand Prix,11,,,,,,3,Virgin,hungaroring,Hungaroring,
3032,851,10,20,17,166,53,GLO,2011,Hungarian Grand Prix,11,,,,,,3,Virgin,hungaroring,Hungaroring,
3181,851,817,22,18,164,13,RIC,2011,Hungarian Grand Prix,11,,,,,,4,HRT,hungaroring,Hungaroring,
3182,851,817,22,18,164,28,RIC,2011,Hungarian Grand Prix,11,,,,,,4,HRT,hungaroring,Hungaroring,
3183,851,817,22,18,164,43,RIC,2011,Hungarian Grand Prix,11,,,,,,4,HRT,hungaroring,Hungaroring,
3026,851,816,24,19,166,11,DAM,2011,Hungarian Grand Prix,11,,,,,,5,Virgin,hungaroring,Hungaroring,
3027,851,816,24,19,166,29,DAM,2011,Hungarian Grand Prix,11,,,,,,5,Virgin,hungaroring,Hungaroring,
3028,851,816,24,19,166,47,DAM,2011,Hungarian Grand Prix,11,,,,,,5,Virgin,hungaroring,Hungaroring,
3029,851,816,24,19,166,51,DAM,2011,Hungarian Grand Prix,11,,,,,,5,Virgin,hungaroring,Hungaroring,
3176,851,24,21,20,164,12,LIU,2011,Hungarian Grand Prix,11,,,,,,1,HRT,hungaroring,Hungaroring,
3177,851,24,21,20,164,25,LIU,2011,Hungarian Grand Prix,11,,,,,,1,HRT,hungaroring,Hungaroring,
3178,851,24,21,20,164,37,LIU,2011,Hungarian Grand Prix,11,,,,,,1,HRT,hungaroring,Hungaroring,
3179,851,24,21,20,164,48,LIU,2011,Hungarian Grand Prix,11,,,,,,1,HRT,hungaroring,Hungaroring,
3180,851,24,21,20,164,51,LIU,2011,Hungarian Grand Prix,11,,,,,,1,HRT,hungaroring,Hungaroring,
3301,852,20,1,1,9,5,VET,2011,Belgian Grand Prix,13,,,,,,0,Red Bull,spa,Circuit de Spa-Francorchamps,
3302,852,20,1,1,9,13,VET,2011,Belgian Grand Prix,13,,,,,,0,Red Bull,spa,Circuit de Spa-Francorchamps,
3303,852,20,1,1,9,30,VET,2011,Belgian Grand Prix,13,,,,,,0,Red Bull,spa,Circuit de Spa-Francorchamps,
3304,852,17,3,2,9,3,WEB,2011,Belgian Grand Prix,13,,,,,,1,Red Bull,spa,Circuit de Spa-Francorchamps,
3305,852,17,3,2,9,31,WEB,2011,Belgian Grand Prix,13,,,,,,1,Red Bull,spa,Circuit de Spa-Francorchamps,
3333,852,18,13,3,1,3,BUT,2011,Belgian Grand Prix,13,,,,,,10,McLaren,spa,Circuit de Spa-Francorchamps,
3334,852,18,13,3,1,13,BUT,2011,Belgian Grand Prix,13,,,,,,10,McLaren,spa,Circuit de Spa-Francorchamps,
3335,852,18,13,3,1,32,BUT,2011,Belgian Grand Prix,13,,,,,,10,McLaren,spa,Circuit de Spa-Francorchamps,
3380,852,4,8,4,6,8,ALO,2011,Belgian Grand Prix,13,,,,,,4,Ferrari,spa,Circuit de Spa-Francorchamps,
3381,852,4,8,4,6,29,ALO,2011,Belgian Grand Prix,13,,,,,,4,Ferrari,spa,Circuit de Spa-Francorchamps,
3516,852,30,24,5,131,4,MSC,2011,Belgian Grand Prix,13,,,,,,19,Mercedes,spa,Circuit de Spa-Francorchamps,
3517,852,30,24,5,131,13,MSC,2011,Belgian Grand Prix,13,,,,,,19,Mercedes,spa,Circuit de Spa-Francorchamps,
3518,852,30,24,5,131,31,MSC,2011,Belgian Grand Prix,13,,,,,,19,Mercedes,spa,Circuit de Spa-Francorchamps,
3519,852,3,5,6,131,11,ROS,2011,Belgian Grand Prix,13,,,,,,-1,Mercedes,spa,Circuit de Spa-Francorchamps,
3520,852,3,5,6,131,30,ROS,2011,Belgian Grand Prix,13,,,,,,-1,Mercedes,spa,Circuit de Spa-Francorchamps,
3446,852,16,15,7,10,13,SUT,2011,Belgian Grand Prix,13,,,,,,8,Force India,spa,Circuit de Spa-Francorchamps,
3447,852,16,15,7,10,31,SUT,2011,Belgian Grand Prix,13,,,,,,8,Force India,spa,Circuit de Spa-Francorchamps,
3382,852,13,4,8,6,9,MAS,2011,Belgian Grand Prix,13,,,,,,-4,Ferrari,spa,Circuit de Spa-Francorchamps,
3383,852,13,4,8,6,30,MAS,2011,Belgian Grand Prix,13,,,,,,-4,Ferrari,spa,Circuit de Spa-Francorchamps,
3384,852,13,4,8,6,32,MAS,2011,Belgian Grand Prix,13,,,,,,-4,Ferrari,spa,Circuit de Spa-Francorchamps,
3360,852,808,10,9,4,12,PET,2011,Belgian Grand Prix,13,,,,,,1,Renault,spa,Circuit de Spa-Francorchamps,
3361,852,808,10,9,4,30,PET,2011,Belgian Grand Prix,13,,,,,,1,Renault,spa,Circuit de Spa-Francorchamps,
3557,852,813,21,10,3,12,MAL,2011,Belgian Grand Prix,13,,,,,,11,Williams,spa,Circuit de Spa-Francorchamps,
3558,852,813,21,10,3,29,MAL,2011,Belgian Grand Prix,13,,,,,,11,Williams,spa,Circuit de Spa-Francorchamps,
3448,852,814,17,11,10,14,DIR,2011,Belgian Grand Prix,13,,,,,,6,Force India,spa,Circuit de Spa-Francorchamps,
3449,852,814,17,11,10,30,DIR,2011,Belgian Grand Prix,13,,,,,,6,Force India,spa,Circuit de Spa-Francorchamps,
3489,852,155,12,12,15,14,KOB,2011,Belgian Grand Prix,13,,,,,,0,Sauber,spa,Circuit de Spa-Francorchamps,
3490,852,155,12,12,15,29,KOB,2011,Belgian Grand Prix,13,,,,,,0,Sauber,spa,Circuit de Spa-Francorchamps,
3362,852,811,7,13,4,1,SEN,2011,Belgian Grand Prix,13,,,,,,-6,Renault,spa,Circuit de Spa-Francorchamps,
3363,852,811,7,13,4,8,SEN,2011,Belgian Grand Prix,13,,,,,,-6,Renault,spa,Circuit de Spa-Francorchamps,
3364,852,811,7,13,4,21,SEN,2011,Belgian Grand Prix,13,,,,,,-6,Renault,spa,Circuit de Spa-Francorchamps,
3478,852,15,18,14,205,13,TRU,2011,Belgian Grand Prix,13,,,,,,4,Lotus,spa,Circuit de Spa-Francorchamps,
3479,852,15,18,14,205,31,TRU,2011,Belgian Grand Prix,13,,,,,,4,Lotus,spa,Circuit de Spa-Francorchamps,
3480,852,5,16,15,205,1,KOV,2011,Belgian Grand Prix,13,,,,,,1,Lotus,spa,Circuit de Spa-Francorchamps,
3481,852,5,16,15,205,13,KOV,2011,Belgian Grand Prix,13,,,,,,1,Lotus,spa,Circuit de Spa-Francorchamps,
3482,852,5,16,15,205,33,KOV,2011,Belgian Grand Prix,13,,,,,,1,Lotus,spa,Circuit de Spa-Francorchamps,
3554,852,22,14,16,3,13,BAR,2011,Belgian Grand Prix,13,,,,,,-2,Williams,spa,Circuit de Spa-Francorchamps,
3555,852,22,14,16,3,31,BAR,2011,Belgian Grand Prix,13,,,,,,-2,Williams,spa,Circuit de Spa-Francorchamps,
3556,852,22,14,16,3,40,BAR,2011,Belgian Grand Prix,13,,,,,,-2,Williams,spa,Circuit de Spa-Francorchamps,
3483,852,816,20,17,166,13,DAM,2011,Belgian Grand Prix,13,,,,,,3,Virgin,spa,Circuit de Spa-Francorchamps,
3484,852,816,20,17,166,36,DAM,2011,Belgian Grand Prix,13,,,,,,3,Virgin,spa,Circuit de Spa-Francorchamps,
3485,852,10,19,18,166,1,GLO,2011,Belgian Grand Prix,13,,,,,,1,Virgin,spa,Circuit de Spa-Francorchamps,
3486,852,10,19,18,166,6,GLO,2011,Belgian Grand Prix,13,,,,,,1,Virgin,spa,Circuit de Spa-Francorchamps,
3487,852,10,19,18,166,14,GLO,2011,Belgian Grand Prix,13,,,,,,1,Virgin,spa,Circuit de Spa-Francorchamps,
3488,852,10,19,18,166,35,GLO,2011,Belgian Grand Prix,13,,,,,,1,Virgin,spa,Circuit de Spa-Francorchamps,
3594,852,24,22,19,164,11,LIU,2011,Belgian Grand Prix,13,,,,,,3,HRT,spa,Circuit de Spa-Francorchamps,
3595,852,24,22,19,164,27,LIU,2011,Belgian Grand Prix,13,,,,,,3,HRT,spa,Circuit de Spa-Francorchamps,
3663,853,20,1,1,9,20,VET,2011,Italian Grand Prix,14,,,,,,0,Red Bull,monza,Autodromo Nazionale di Monza,
3664,853,20,1,1,9,35,VET,2011,Italian Grand Prix,14,,,,,,0,Red Bull,monza,Autodromo Nazionale di Monza,
3690,853,18,3,2,1,17,BUT,2011,Italian Grand Prix,14,,,,,,1,McLaren,monza,Autodromo Nazionale di Monza,
3691,853,18,3,2,1,33,BUT,2011,Italian Grand Prix,14,,,,,,1,McLaren,monza,Autodromo Nazionale di Monza,
3729,853,4,4,3,6,19,ALO,2011,Italian Grand Prix,14,,,,,,1,Ferrari,monza,Autodromo Nazionale di Monza,
3730,853,4,4,3,6,34,ALO,2011,Italian Grand Prix,14,,,,,,1,Ferrari,monza,Autodromo Nazionale di Monza,
3688,853,1,2,4,1,18,HAM,2011,Italian Grand Prix,14,,,,,,-2,McLaren,monza,Autodromo Nazionale di Monza,
3689,853,1,2,4,1,34,HAM,2011,Italian Grand Prix,14,,,,,,-2,McLaren,monza,Autodromo Nazionale di Monza,
3814,853,30,8,5,131,16,MSC,2011,Italian Grand Prix,14,,,,,,3,Mercedes,monza,Autodromo Nazionale di Monza,
3815,853,30,8,5,131,37,MSC,2011,Italian Grand Prix,14,,,,,,3,Mercedes,monza,Autodromo Nazionale di Monza,
3731,853,13,6,6,6,21,MAS,2011,Italian Grand Prix,14,,,,,,0,Ferrari,monza,Autodromo Nazionale di Monza,
3732,853,13,6,6,6,41,MAS,2011,Italian Grand Prix,14,,,,,,0,Ferrari,monza,Autodromo Nazionale di Monza,
3757,853,153,18,7,5,20,ALG,2011,Italian Grand Prix,14,,,,,,11,Toro Rosso,monza,Autodromo Nazionale di Monza,
3758,853,153,18,7,5,41,ALG,2011,Italian Grand Prix,14,,,,,,11,Toro Rosso,monza,Autodromo Nazionale di Monza,
3774,853,814,11,8,10,13,DIR,2011,Italian Grand Prix,14,,,,,,3,Force India,monza,Autodromo Nazionale di Monza,
3775,853,814,11,8,10,31,DIR,2011,Italian Grand Prix,14,,,,,,3,Force India,monza,Autodromo Nazionale di Monza,
3714,853,811,10,9,4,2,SEN,2011,Italian Grand Prix,14,,,,,,1,Renault,monza,Autodromo Nazionale di Monza,
3715,853,811,10,9,4,19,SEN,2011,Italian Grand Prix,14,,,,,,1,Renault,monza,Autodromo Nazionale di Monza,
3716,853,811,10,9,4,40,SEN,2011,Italian Grand Prix,14,,,,,,1,Renault,monza,Autodromo Nazionale di Monza,
3755,853,67,16,10,5,16,BUE,2011,Italian Grand Prix,14,,,,,,6,Toro Rosso,monza,Autodromo Nazionale di Monza,
3756,853,67,16,10,5,40,BUE,2011,Italian Grand Prix,14,,,,,,6,Toro Rosso,monza,Autodromo Nazionale di Monza,
3844,853,813,14,11,3,19,MAL,2011,Italian Grand Prix,14,,,,,,3,Williams,monza,Autodromo Nazionale di Monza,
3845,853,813,14,11,3,37,MAL,2011,Italian Grand Prix,14,,,,,,3,Williams,monza,Autodromo Nazionale di Monza,
3842,853,22,13,12,3,1,BAR,2011,Italian Grand Prix,14,,,,,,1,Williams,monza,Autodromo Nazionale di Monza,
3843,853,22,13,12,3,32,BAR,2011,Italian Grand Prix,14,,,,,,1,Williams,monza,Autodromo Nazionale di Monza,
3793,853,5,20,13,205,21,KOV,2011,Italian Grand Prix,14,,,,,,7,Lotus,monza,Autodromo Nazionale di Monza,
3794,853,5,20,13,205,35,KOV,2011,Italian Grand Prix,14,,,,,,7,Lotus,monza,Autodromo Nazionale di Monza,
3791,853,15,19,14,205,5,TRU,2011,Italian Grand Prix,14,,,,,,5,Lotus,monza,Autodromo Nazionale di Monza,
3792,853,15,19,14,205,24,TRU,2011,Italian Grand Prix,14,,,,,,5,Lotus,monza,Autodromo Nazionale di Monza,
3795,853,10,21,15,166,20,GLO,2011,Italian Grand Prix,14,,,,,,6,Virgin,monza,Autodromo Nazionale di Monza,
3796,853,10,21,15,166,38,GLO,2011,Italian Grand Prix,14,,,,,,6,Virgin,monza,Autodromo Nazionale di Monza,
3939,854,20,1,1,9,14,VET,2011,Singapore Grand Prix,15,,,,,,0,Red Bull,marina_bay,Marina Bay Street Circuit,
3940,854,20,1,1,9,30,VET,2011,Singapore Grand Prix,15,,,,,,0,Red Bull,marina_bay,Marina Bay Street Circuit,
3941,854,20,1,1,9,49,VET,2011,Singapore Grand Prix,15,,,,,,0,Red Bull,marina_bay,Marina Bay Street Circuit,
3984,854,18,3,2,1,14,BUT,2011,Singapore Grand Prix,15,,,,,,1,McLaren,marina_bay,Marina Bay Street Circuit,
3985,854,18,3,2,1,30,BUT,2011,Singapore Grand Prix,15,,,,,,1,McLaren,marina_bay,Marina Bay Street Circuit,
3986,854,18,3,2,1,48,BUT,2011,Singapore Grand Prix,15,,,,,,1,McLaren,marina_bay,Marina Bay Street Circuit,
3942,854,17,2,3,9,12,WEB,2011,Singapore Grand Prix,15,,,,,,-1,Red Bull,marina_bay,Marina Bay Street Circuit,
3943,854,17,2,3,9,29,WEB,2011,Singapore Grand Prix,15,,,,,,-1,Red Bull,marina_bay,Marina Bay Street Circuit,
3944,854,17,2,3,9,47,WEB,2011,Singapore Grand Prix,15,,,,,,-1,Red Bull,marina_bay,Marina Bay Street Circuit,
4031,854,4,5,4,6,10,ALO,2011,Singapore Grand Prix,15,,,,,,1,Ferrari,marina_bay,Marina Bay Street Circuit,
4032,854,4,5,4,6,25,ALO,2011,Singapore Grand Prix,15,,,,,,1,Ferrari,marina_bay,Marina Bay Street Circuit,
4033,854,4,5,4,6,49,ALO,2011,Singapore Grand Prix,15,,,,,,1,Ferrari,marina_bay,Marina Bay Street Circuit,
3979,854,1,4,5,1,11,HAM,2011,Singapore Grand Prix,15,,,,,,-1,McLaren,marina_bay,Marina Bay Street Circuit,
3980,854,1,4,5,1,13,HAM,2011,Singapore Grand Prix,15,,,,,,-1,McLaren,marina_bay,Marina Bay Street Circuit,
3981,854,1,4,5,1,15,HAM,2011,Singapore Grand Prix,15,,,,,,-1,McLaren,marina_bay,Marina Bay Street Circuit,
3982,854,1,4,5,1,29,HAM,2011,Singapore Grand Prix,15,,,,,,-1,McLaren,marina_bay,Marina Bay Street Circuit,
3983,854,1,4,5,1,48,HAM,2011,Singapore Grand Prix,15,,,,,,-1,McLaren,marina_bay,Marina Bay Street Circuit,
4110,854,814,10,6,10,19,DIR,2011,Singapore Grand Prix,15,,,,,,4,Force India,marina_bay,Marina Bay Street Circuit,
4111,854,814,10,6,10,29,DIR,2011,Singapore Grand Prix,15,,,,,,4,Force India,marina_bay,Marina Bay Street Circuit,
4187,854,3,7,7,131,9,ROS,2011,Singapore Grand Prix,15,,,,,,0,Mercedes,marina_bay,Marina Bay Street Circuit,
4188,854,3,7,7,131,22,ROS,2011,Singapore Grand Prix,15,,,,,,0,Mercedes,marina_bay,Marina Bay Street Circuit,
4189,854,3,7,7,131,29,ROS,2011,Singapore Grand Prix,15,,,,,,0,Mercedes,marina_bay,Marina Bay Street Circuit,
4108,854,16,9,8,10,11,SUT,2011,Singapore Grand Prix,15,,,,,,1,Force India,marina_bay,Marina Bay Street Circuit,
4109,854,16,9,8,10,29,SUT,2011,Singapore Grand Prix,15,,,,,,1,Force India,marina_bay,Marina Bay Street Circuit,
4034,854,13,6,9,6,11,MAS,2011,Singapore Grand Prix,15,,,,,,-3,Ferrari,marina_bay,Marina Bay Street Circuit,
4035,854,13,6,9,6,12,MAS,2011,Singapore Grand Prix,15,,,,,,-3,Ferrari,marina_bay,Marina Bay Street Circuit,
4036,854,13,6,9,6,24,MAS,2011,Singapore Grand Prix,15,,,,,,-3,Ferrari,marina_bay,Marina Bay Street Circuit,
4037,854,13,6,9,6,41,MAS,2011,Singapore Grand Prix,15,,,,,,-3,Ferrari,marina_bay,Marina Bay Street Circuit,
4156,854,815,11,10,15,15,PER,2011,Singapore Grand Prix,15,,,,,,1,Sauber,marina_bay,Marina Bay Street Circuit,
4157,854,815,11,10,15,29,PER,2011,Singapore Grand Prix,15,,,,,,1,Sauber,marina_bay,Marina Bay Street Circuit,
4222,854,813,13,11,3,11,MAL,2011,Singapore Grand Prix,15,,,,,,2,Williams,marina_bay,Marina Bay Street Circuit,
4223,854,813,13,11,3,25,MAL,2011,Singapore Grand Prix,15,,,,,,2,Williams,marina_bay,Marina Bay Street Circuit,
4224,854,813,13,11,3,45,MAL,2011,Singapore Grand Prix,15,,,,,,2,Williams,marina_bay,Marina Bay Street Circuit,
4069,854,67,14,12,5,11,BUE,2011,Singapore Grand Prix,15,,,,,,2,Toro Rosso,marina_bay,Marina Bay Street Circuit,
4070,854,67,14,12,5,31,BUE,2011,Singapore Grand Prix,15,,,,,,2,Toro Rosso,marina_bay,Marina Bay Street Circuit,
4071,854,67,14,12,5,49,BUE,2011,Singapore Grand Prix,15,,,,,,2,Toro Rosso,marina_bay,Marina Bay Street Circuit,
4220,854,22,12,13,3,12,BAR,2011,Singapore Grand Prix,15,,,,,,-1,Williams,marina_bay,Marina Bay Street Circuit,
4221,854,22,12,13,3,30,BAR,2011,Singapore Grand Prix,15,,,,,,-1,Williams,marina_bay,Marina Bay Street Circuit,
4152,854,155,17,14,15,16,KOB,2011,Singapore Grand Prix,15,,,,,,3,Sauber,marina_bay,Marina Bay Street Circuit,
4153,854,155,17,14,15,29,KOB,2011,Singapore Grand Prix,15,,,,,,3,Sauber,marina_bay,Marina Bay Street Circuit,
4154,854,155,17,14,15,40,KOB,2011,Singapore Grand Prix,15,,,,,,3,Sauber,marina_bay,Marina Bay Street Circuit,
4155,854,155,17,14,15,53,KOB,2011,Singapore Grand Prix,15,,,,,,3,Sauber,marina_bay,Marina Bay Street Circuit,
4011,854,811,15,15,4,10,SEN,2011,Singapore Grand Prix,15,,,,,,0,Renault,marina_bay,Marina Bay Street Circuit,
4012,854,811,15,15,4,11,SEN,2011,Singapore Grand Prix,15,,,,,,0,Renault,marina_bay,Marina Bay Street Circuit,
4013,854,811,15,15,4,28,SEN,2011,Singapore Grand Prix,15,,,,,,0,Renault,marina_bay,Marina Bay Street Circuit,
4014,854,811,15,15,4,48,SEN,2011,Singapore Grand Prix,15,,,,,,0,Renault,marina_bay,Marina Bay Street Circuit,
4147,854,5,19,16,205,11,KOV,2011,Singapore Grand Prix,15,,,,,,3,Lotus,marina_bay,Marina Bay Street Circuit,
4148,854,5,19,16,205,26,KOV,2011,Singapore Grand Prix,15,,,,,,3,Lotus,marina_bay,Marina Bay Street Circuit,
4149,854,5,19,16,205,47,KOV,2011,Singapore Grand Prix,15,,,,,,3,Lotus,marina_bay,Marina Bay Street Circuit,
4008,854,808,18,17,4,16,PET,2011,Singapore Grand Prix,15,,,,,,1,Renault,marina_bay,Marina Bay Street Circuit,
4009,854,808,18,17,4,29,PET,2011,Singapore Grand Prix,15,,,,,,1,Renault,marina_bay,Marina Bay Street Circuit,
4010,854,808,18,17,4,47,PET,2011,Singapore Grand Prix,15,,,,,,1,Renault,marina_bay,Marina Bay Street Circuit,
4150,854,816,22,18,166,16,DAM,2011,Singapore Grand Prix,15,,,,,,4,Virgin,marina_bay,Marina Bay Street Circuit,
4151,854,816,22,18,166,28,DAM,2011,Singapore Grand Prix,15,,,,,,4,Virgin,marina_bay,Marina Bay Street Circuit,
4263,854,817,23,19,164,1,RIC,2011,Singapore Grand Prix,15,,,,,,4,HRT,marina_bay,Marina Bay Street Circuit,
4264,854,817,23,19,164,15,RIC,2011,Singapore Grand Prix,15,,,,,,4,HRT,marina_bay,Marina Bay Street Circuit,
4265,854,817,23,19,164,27,RIC,2011,Singapore Grand Prix,15,,,,,,4,HRT,marina_bay,Marina Bay Street Circuit,
4259,854,24,24,20,164,13,LIU,2011,Singapore Grand Prix,15,,,,,,4,HRT,marina_bay,Marina Bay Street Circuit,
4260,854,24,24,20,164,26,LIU,2011,Singapore Grand Prix,15,,,,,,4,HRT,marina_bay,Marina Bay Street Circuit,
4261,854,24,24,20,164,45,LIU,2011,Singapore Grand Prix,15,,,,,,4,HRT,marina_bay,Marina Bay Street Circuit,
4262,854,24,24,20,164,46,LIU,2011,Singapore Grand Prix,15,,,,,,4,HRT,marina_bay,Marina Bay Street Circuit,
4072,854,153,16,21,5,17,ALG,2011,Singapore Grand Prix,15,,,,,,-5,Toro Rosso,marina_bay,Marina Bay Street Circuit,
4073,854,153,16,21,5,24,ALG,2011,Singapore Grand Prix,15,,,,,,-5,Toro Rosso,marina_bay,Marina Bay Street Circuit,
4074,854,153,16,21,5,35,ALG,2011,Singapore Grand Prix,15,,,,,,-5,Toro Rosso,marina_bay,Marina Bay Street Circuit,
4389,855,18,2,1,1,10,BUT,2011,Japanese Grand Prix,22,,,,,,1,McLaren,suzuka,Suzuka Circuit,
4390,855,18,2,1,1,20,BUT,2011,Japanese Grand Prix,22,,,,,,1,McLaren,suzuka,Suzuka Circuit,
4391,855,18,2,1,1,36,BUT,2011,Japanese Grand Prix,22,,,,,,1,McLaren,suzuka,Suzuka Circuit,
4435,855,4,5,2,6,10,ALO,2011,Japanese Grand Prix,22,,,,,,3,Ferrari,suzuka,Suzuka Circuit,
4436,855,4,5,2,6,21,ALO,2011,Japanese Grand Prix,22,,,,,,3,Ferrari,suzuka,Suzuka Circuit,
4437,855,4,5,2,6,37,ALO,2011,Japanese Grand Prix,22,,,,,,3,Ferrari,suzuka,Suzuka Circuit,
4350,855,20,1,3,9,9,VET,2011,Japanese Grand Prix,22,,,,,,-2,Red Bull,suzuka,Suzuka Circuit,
4351,855,20,1,3,9,19,VET,2011,Japanese Grand Prix,22,,,,,,-2,Red Bull,suzuka,Suzuka Circuit,
4352,855,20,1,3,9,33,VET,2011,Japanese Grand Prix,22,,,,,,-2,Red Bull,suzuka,Suzuka Circuit,
4353,855,17,6,4,9,10,WEB,2011,Japanese Grand Prix,22,,,,,,2,Red Bull,suzuka,Suzuka Circuit,
4354,855,17,6,4,9,19,WEB,2011,Japanese Grand Prix,22,,,,,,2,Red Bull,suzuka,Suzuka Circuit,
4355,855,17,6,4,9,34,WEB,2011,Japanese Grand Prix,22,,,,,,2,Red Bull,suzuka,Suzuka Circuit,
4386,855,1,3,5,1,8,HAM,2011,Japanese Grand Prix,22,,,,,,-2,McLaren,suzuka,Suzuka Circuit,
4387,855,1,3,5,1,21,HAM,2011,Japanese Grand Prix,22,,,,,,-2,McLaren,suzuka,Suzuka Circuit,
4388,855,1,3,5,1,35,HAM,2011,Japanese Grand Prix,22,,,,,,-2,McLaren,suzuka,Suzuka Circuit,
4575,855,30,8,6,131,9,MSC,2011,Japanese Grand Prix,22,,,,,,2,Mercedes,suzuka,Suzuka Circuit,
4576,855,30,8,6,131,24,MSC,2011,Japanese Grand Prix,22,,,,,,2,Mercedes,suzuka,Suzuka Circuit,
4577,855,30,8,6,131,41,MSC,2011,Japanese Grand Prix,22,,,,,,2,Mercedes,suzuka,Suzuka Circuit,
4438,855,13,4,7,6,11,MAS,2011,Japanese Grand Prix,22,,,,,,-3,Ferrari,suzuka,Suzuka Circuit,
4439,855,13,4,7,6,22,MAS,2011,Japanese Grand Prix,22,,,,,,-3,Ferrari,suzuka,Suzuka Circuit,
4440,855,13,4,7,6,36,MAS,2011,Japanese Grand Prix,22,,,,,,-3,Ferrari,suzuka,Suzuka Circuit,
4552,855,815,17,8,15,20,PER,2011,Japanese Grand Prix,22,,,,,,9,Sauber,suzuka,Suzuka Circuit,
4553,855,815,17,8,15,37,PER,2011,Japanese Grand Prix,22,,,,,,9,Sauber,suzuka,Suzuka Circuit,
4427,855,808,10,9,4,18,PET,2011,Japanese Grand Prix,22,,,,,,1,Renault,suzuka,Suzuka Circuit,
4428,855,808,10,9,4,39,PET,2011,Japanese Grand Prix,22,,,,,,1,Renault,suzuka,Suzuka Circuit,
4578,855,3,23,10,131,12,ROS,2011,Japanese Grand Prix,22,,,,,,13,Mercedes,suzuka,Suzuka Circuit,
4579,855,3,23,10,131,24,ROS,2011,Japanese Grand Prix,22,,,,,,13,Mercedes,suzuka,Suzuka Circuit,
4580,855,3,23,10,131,41,ROS,2011,Japanese Grand Prix,22,,,,,,13,Mercedes,suzuka,Suzuka Circuit,
4502,855,16,11,11,10,8,SUT,2011,Japanese Grand Prix,22,,,,,,0,Force India,suzuka,Suzuka Circuit,
4503,855,16,11,11,10,23,SUT,2011,Japanese Grand Prix,22,,,,,,0,Force India,suzuka,Suzuka Circuit,
4504,855,16,11,11,10,37,SUT,2011,Japanese Grand Prix,22,,,,,,0,Force India,suzuka,Suzuka Circuit,
4505,855,814,12,12,10,10,DIR,2011,Japanese Grand Prix,22,,,,,,0,Force India,suzuka,Suzuka Circuit,
4506,855,814,12,12,10,24,DIR,2011,Japanese Grand Prix,22,,,,,,0,Force India,suzuka,Suzuka Circuit,
4507,855,814,12,12,10,35,DIR,2011,Japanese Grand Prix,22,,,,,,0,Force India,suzuka,Suzuka Circuit,
4550,855,155,7,13,15,10,KOB,2011,Japanese Grand Prix,22,,,,,,-6,Sauber,suzuka,Suzuka Circuit,
4551,855,155,7,13,15,24,KOB,2011,Japanese Grand Prix,22,,,,,,-6,Sauber,suzuka,Suzuka Circuit,
4612,855,813,14,14,3,16,MAL,2011,Japanese Grand Prix,22,,,,,,0,Williams,suzuka,Suzuka Circuit,
4613,855,813,14,14,3,25,MAL,2011,Japanese Grand Prix,22,,,,,,0,Williams,suzuka,Suzuka Circuit,
4614,855,813,14,14,3,41,MAL,2011,Japanese Grand Prix,22,,,,,,0,Williams,suzuka,Suzuka Circuit,
4469,855,153,16,15,5,17,ALG,2011,Japanese Grand Prix,22,,,,,,1,Toro Rosso,suzuka,Suzuka Circuit,
4470,855,153,16,15,5,36,ALG,2011,Japanese Grand Prix,22,,,,,,1,Toro Rosso,suzuka,Suzuka Circuit,
4429,855,811,9,16,4,15,SEN,2011,Japanese Grand Prix,22,,,,,,-7,Renault,suzuka,Suzuka Circuit,
4430,855,811,9,16,4,35,SEN,2011,Japanese Grand Prix,22,,,,,,-7,Renault,suzuka,Suzuka Circuit,
4609,855,22,13,17,3,12,BAR,2011,Japanese Grand Prix,22,,,,,,-4,Williams,suzuka,Suzuka Circuit,
4610,855,22,13,17,3,24,BAR,2011,Japanese Grand Prix,22,,,,,,-4,Williams,suzuka,Suzuka Circuit,
4611,855,22,13,17,3,37,BAR,2011,Japanese Grand Prix,22,,,,,,-4,Williams,suzuka,Suzuka Circuit,
4541,855,5,18,18,205,10,KOV,2011,Japanese Grand Prix,22,,,,,,0,Lotus,suzuka,Suzuka Circuit,
4542,855,5,18,18,205,22,KOV,2011,Japanese Grand Prix,22,,,,,,0,Lotus,suzuka,Suzuka Circuit,
4543,855,5,18,18,205,37,KOV,2011,Japanese Grand Prix,22,,,,,,0,Lotus,suzuka,Suzuka Circuit,
4538,855,15,19,19,205,11,TRU,2011,Japanese Grand Prix,22,,,,,,0,Lotus,suzuka,Suzuka Circuit,
4539,855,15,19,19,205,24,TRU,2011,Japanese Grand Prix,22,,,,,,0,Lotus,suzuka,Suzuka Circuit,
